Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2006-07,20,IND,NBA,SG,46,556,9.7,.533,.325,.125,6.7,10.6,8.6,6.7,0.6,1.1,12.4,15.5,,0.3,0.4,0.7,.063,,-1.6,-1.5,-3.1,-0.2
2007-08,21,IND,NBA,SF,65,967,12.8,.522,.368,.285,6.0,14.0,9.9,9.8,1.3,2.0,12.2,21.3,,0.4,1.0,1.4,.069,,-1.4,-0.9,-2.3,-0.1
2008-09,22,DAL,NBA,SF,15,170,7.5,.345,.304,.196,13.0,18.1,15.5,1.7,0.6,3.9,7.6,17.8,,-0.2,0.2,0.0,-0.012,,-5.8,-1.6,-7.4,-0.2
2010-11,24,NYK,NBA,PF,64,1323,12.2,.558,.551,.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,,1.4,1.1,2.5,.089,,0.0,-0.4,-0.5,0.5
2011-12,25,NJN,NBA,SF,25,514,4.9,.372,.592,.075,4.4,11.2,7.7,4.9,1.0,1.6,7.9,14.7,,-0.5,0.1,-0.4,-0.041,,-3.7,-1.8,-5.5,-0.5
2013-14,27,LAL,NBA,PF,36,751,9.5,.503,.672,.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,,0.1,0.6,0.7,.045,,-1.9,0.7,-1.2,0.2
2014-15,28,TOT,NBA,SF,63,1087,10.5,.537,.593,.133,3.9,14.0,9.0,6.5,1.2,1.6,8.6,14.9,,1.1,0.8,1.9,.084,,-0.2,-0.8,-1.0,0.3
2014-15,28,MIA,NBA,SF,44,924,11.2,.574,.633,.138,3.6,14.3,9.0,6.3,1.2,1.6,8.3,14.1,,1.3,0.7,2.0,.102,,0.6,-0.7,-0.2,0.4
2014-15,28,DET,NBA,SF,19,163,6.7,.388,.433,.117,5.8,12.5,9.0,7.5,1.3,1.9,10.0,19.1,,-0.2,0.1,-0.1,-0.021,,-4.3,-1.2,-5.5,-0.1
Career,,,NBA,,314,5368,10.5,.513,.504,.159,5.2,14.8,9.9,6.4,1.2,2.2,10.2,16.0,,2.6,4.1,6.7,.060,,-1.3,-0.7,-2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,111,1523,11.7,.525,.355,.237,6.2,12.8,9.4,8.7,1.0,1.7,12.2,19.2,,0.8,1.4,2.1,.067,,-1.5,-1.1,-2.6,-0.2
1 season,,NYK,NBA,,64,1323,12.2,.558,.551,.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,,1.4,1.1,2.5,.089,,0.0,-0.4,-0.5,0.5
1 season,,MIA,NBA,,44,924,11.2,.574,.633,.138,3.6,14.3,9.0,6.3,1.2,1.6,8.3,14.1,,1.3,0.7,2.0,.102,,0.6,-0.7,-0.2,0.4
1 season,,LAL,NBA,,36,751,9.5,.503,.672,.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,,0.1,0.6,0.7,.045,,-1.9,0.7,-1.2,0.2
1 season,,NJN,NBA,,25,514,4.9,.372,.592,.075,4.4,11.2,7.7,4.9,1.0,1.6,7.9,14.7,,-0.5,0.1,-0.4,-0.041,,-3.7,-1.8,-5.5,-0.5
1 season,,DET,NBA,,19,163,6.7,.388,.433,.117,5.8,12.5,9.0,7.5,1.3,1.9,10.0,19.1,,-0.2,0.1,-0.1,-0.021,,-4.3,-1.2,-5.5,-0.1
1 season,,DAL,NBA,,15,170,7.5,.345,.304,.196,13.0,18.1,15.5,1.7,0.6,3.9,7.6,17.8,,-0.2,0.2,0.0,-0.012,,-5.8,-1.6,-7.4,-0.2
